,TIME,EMG1,EMG2,IO,EMG3,EMG4
8111,09:30:33.270,2931.5,-346.0,28.0,2863.0,-3208.0
8113,09:30:33.272,2923.5,-290.5,30.0,2855.0,-3193.0
8115,09:30:33.274,2814.0,-537.5,31.5,2819.5,-3276.0
8117,09:30:33.276,2322.0,-634.0,31.5,2766.5,-3289.5
8119,09:30:33.278,1837.5,-312.5,30.5,2715.0,-3087.5
8121,09:30:33.280,1719.5,158.0,29.5,2686.5,-2795.0
8123,09:30:33.282,1095.0,380.5,29.5,2679.0,-2726.5
8125,09:30:33.284,479.0,461.5,28.5,2700.5,-2803.0
8127,09:30:33.286,130.5,433.5,27.5,2735.0,-3118.0
8129,09:30:33.288,0.0,273.0,27.0,2766.5,-3409.5
8131,09:30:33.290,232.5,104.5,27.0,2785.5,-3510.0
8133,09:30:33.292,245.0,-29.0,28.5,2777.5,-3489.0
8135,09:30:33.294,305.0,-154.0,30.0,2749.5,-3521.0
8137,09:30:33.296,309.5,-362.5,31.5,2704.0,-3596.5
8139,09:30:33.298,394.0,-608.5,33.0,2661.0,-3677.5
8141,09:30:33.300,468.0,-207.5,35.0,2632.5,-3731.5
8143,09:30:33.302,469.5,-126.0,36.0,2626.5,-3737.5
8145,09:30:33.304,691.0,-266.0,36.5,2641.5,-3688.0
8147,09:30:33.306,1383.0,80.0,37.0,2667.5,-3606.0
8149,09:30:33.308,2013.5,608.5,37.5,2692.0,-3512.0
8151,09:30:33.310,2326.5,684.0,39.0,2706.0,-3466.5
8153,09:30:33.312,2490.0,416.5,41.0,2700.5,-3452.5
8155,09:30:33.314,2710.0,237.5,43.0,2676.0,-3483.0
8157,09:30:33.316,2948.0,206.0,46.5,2639.5,-3542.5
8159,09:30:33.318,3090.0,242.0,51.0,2607.5,-3598.0
8161,09:30:33.320,3266.0,275.5,56.0,2582.0,-3631.5
8163,09:30:33.322,3374.0,496.5,61.5,2576.5,-3625.0
8165,09:30:33.324,3275.5,813.5,67.5,2582.0,-3583.0
8167,09:30:33.326,3119.0,734.5,73.0,2604.5,-3513.5
8169,09:30:33.328,3012.0,693.5,77.5,2621.5,-3451.5
8171,09:30:33.330,2027.0,677.0,80.5,2631.0,-3411.0
8173,09:30:33.332,1045.5,696.5,82.5,2626.5,-3404.5
8175,09:30:33.334,236.5,788.0,83.5,2607.5,-3432.0
8177,09:30:33.336,-587.5,872.5,84.5,2579.0,-3475.5
8179,09:30:33.338,-349.5,896.0,85.5,2551.5,-3515.5
8181,09:30:33.340,-368.5,895.0,86.5,2532.0,-3532.0
8183,09:30:33.342,-1997.5,833.0,88.0,2524.5,-3517.5
8185,09:30:33.344,-3082.5,767.0,89.5,2528.0,-3477.0
8187,09:30:33.346,-3098.5,892.0,90.0,2541.5,-3424.5
8189,09:30:33.348,-3327.0,1065.5,90.5,2553.0,-3380.0
8191,09:30:33.350,-3434.5,1053.0,90.0,2557.5,-3355.0
8193,09:30:33.352,-3561.5,1244.0,89.0,2553.5,-3301.0
8195,09:30:33.354,-3635.5,1316.5,88.0,2536.5,-3326.5
8197,09:30:33.356,-3633.5,1250.5,87.5,2518.0,-3391.5
8199,09:30:33.358,-3560.0,1272.5,87.0,2495.5,-3374.5
8201,09:30:33.360,-3439.5,1391.0,86.5,2480.5,-3369.5
8203,09:30:33.362,-3322.5,1304.0,86.0,2472.5,-3344.5
8205,09:30:33.364,-3244.5,1149.0,85.0,2472.0,-3228.5
8207,09:30:33.366,-3232.0,1097.0,84.0,2478.5,-3145.5
8209,09:30:33.368,-3280.0,1008.0,83.5,2485.5,-3089.0
8211,09:30:33.370,-3365.5,977.5,83.5,2487.0,-2978.0
8213,09:30:33.372,-3452.0,1118.0,83.5,2481.0,-2826.5
8215,09:30:33.374,-3505.0,1360.5,83.5,2470.0,-2663.0
8217,09:30:33.376,-3505.5,1342.0,83.0,2457.0,-2567.5
8219,09:30:33.378,-3456.5,1238.5,83.0,2440.0,-2498.5
8221,09:30:33.380,-3372.5,1326.0,84.0,2425.5,-2351.5
8223,09:30:33.382,-3288.5,1619.0,85.5,2417.5,-2172.5
8225,09:30:33.384,-3228.0,1894.5,87.5,2415.5,-1792.5
8227,09:30:33.386,-3214.0,2020.0,89.5,2417.0,-1491.5
8229,09:30:33.388,-3239.0,1918.5,90.5,2420.0,-1370.5
8231,09:30:33.390,-3292.0,1909.0,90.5,2418.5,-1128.0
8233,09:30:33.392,-3349.5,2319.0,90.0,2412.5,-529.5
8235,09:30:33.394,-3386.0,2546.0,89.5,2404.5,-41.5
8237,09:30:33.396,-3388.0,2500.5,90.0,2394.5,120.0
8239,09:30:33.398,-3355.5,2455.0,90.5,2382.5,381.5
8241,09:30:33.400,-3303.5,2399.5,91.0,2372.0,748.0
8243,09:30:33.402,-3245.5,2281.0,91.5,2364.0,1065.5
8245,09:30:33.404,-3202.0,2396.0,91.5,2361.0,1280.0
8247,09:30:33.406,-3185.0,2533.0,91.5,2358.5,1500.5
8249,09:30:33.408,-3196.5,2535.0,90.5,2356.0,1775.5
8251,09:30:33.410,-3223.5,2349.5,90.0,2351.0,1818.0
8253,09:30:33.412,-3255.5,2235.5,89.5,2348.5,1821.5
8255,09:30:33.414,-3276.0,2127.0,89.0,2341.0,1620.5
8257,09:30:33.416,-3280.5,2195.0,87.5,2333.5,1562.0
8259,09:30:33.418,-3262.5,2403.0,86.0,2325.0,1653.0
8261,09:30:33.420,-3230.5,2613.5,85.0,2316.0,1715.0
8263,09:30:33.422,-3193.0,2611.0,84.0,2309.5,1771.0
8265,09:30:33.424,-3166.0,2486.5,83.0,2303.0,1670.5
8267,09:30:33.426,-3149.0,2506.5,81.5,2298.0,1773.0
8269,09:30:33.428,-3147.5,2330.5,79.5,2292.5,1642.0
8271,09:30:33.430,-3156.5,2188.0,79.0,2289.5,1420.0
8273,09:30:33.432,-3170.0,2258.0,79.5,2284.0,1415.5
8275,09:30:33.434,-3178.0,2216.0,80.0,2280.5,1361.5
8277,09:30:33.436,-3181.0,2154.0,80.5,2273.5,1187.5
8279,09:30:33.438,-3174.5,2107.0,81.0,2266.0,1065.0
8281,09:30:33.440,-3157.0,2003.5,81.5,2260.5,988.5
8283,09:30:33.442,-3139.0,1944.5,81.5,2252.5,932.0
8285,09:30:33.444,-3120.5,1826.0,81.5,2246.0,911.5
8287,09:30:33.446,-3106.0,1711.5,81.0,2239.5,986.0
8289,09:30:33.448,-3094.5,1775.0,80.5,2232.5,1206.0
8291,09:30:33.450,-3090.5,1853.5,79.5,2227.5,1495.5
8293,09:30:33.452,-3090.0,1920.5,78.0,2221.5,1800.0
8295,09:30:33.454,-3090.5,1804.5,77.5,2144.0,2073.0
8297,09:30:33.456,-3092.0,1902.0,77.5,1941.0,2586.0
8299,09:30:33.458,-3090.0,2251.5,76.0,1723.5,3122.0
8301,09:30:33.460,-3086.5,2480.0,74.5,1548.0,3448.5
8303,09:30:33.462,-3078.5,2591.5,73.5,1875.5,3484.0
8305,09:30:33.464,-3067.5,2532.0,74.5,2138.5,3557.0
8307,09:30:33.466,-3054.0,2258.5,76.0,2116.0,3603.5
8309,09:30:33.468,-3041.5,2061.5,77.0,2054.5,3609.0
8311,09:30:33.470,-3027.0,1954.5,78.0,2049.0,3575.5
8313,09:30:33.472,-3015.0,2007.5,78.0,2088.5,3511.0
8315,09:30:33.474,-3010.0,2080.5,77.5,2157.0,3444.5
8317,09:30:33.476,-3009.0,1982.0,78.0,2221.0,3391.0
8319,09:30:33.478,-3011.5,2096.0,79.5,2262.0,3371.5
8321,09:30:33.480,-3014.0,2363.0,81.5,2258.5,3392.5
8323,09:30:33.482,-3013.5,2317.5,83.0,2157.5,3435.0
8325,09:30:33.484,-3009.0,2264.5,83.5,1992.0,3484.0
8327,09:30:33.486,-2996.5,2401.0,83.0,1850.5,3517.0
8329,09:30:33.488,-2980.5,2473.0,82.0,1887.0,3522.5
8331,09:30:33.490,-2963.0,2510.5,80.5,2003.0,3495.0
8333,09:30:33.492,-2945.0,2589.0,80.0,2036.0,3447.0
8335,09:30:33.494,-2937.0,2602.5,79.5,2061.0,3396.0
8337,09:30:33.496,-2935.0,2527.0,79.0,2102.0,3354.0
8339,09:30:33.498,-2936.0,2546.0,78.5,1913.0,3339.0
8341,09:30:33.500,-2944.5,2659.0,77.5,1882.0,3349.5
8343,09:30:33.502,-2948.5,2620.0,76.0,1881.5,3377.0
8345,09:30:33.504,-2946.5,2814.5,75.0,1765.0,3410.5
8347,09:30:33.506,-2936.0,2593.0,75.5,1481.5,3432.5
8349,09:30:33.508,-2918.5,2586.5,76.5,1380.0,3434.5
8351,09:30:33.510,-2899.0,2740.5,77.0,1382.0,3415.5
8353,09:30:33.512,-2880.0,2748.0,77.5,1319.0,3381.0
8355,09:30:33.514,-2869.0,2672.0,76.5,1444.0,3343.5
8357,09:30:33.516,-2862.5,2443.5,76.0,1653.0,3314.0
8359,09:30:33.518,-2867.0,1945.0,75.5,1608.5,3302.0
8361,09:30:33.520,-2874.5,1788.5,75.0,1638.5,3306.5
8363,09:30:33.522,-2881.0,1828.5,74.5,1855.5,3322.0
8365,09:30:33.524,-2881.0,1507.5,74.0,2044.0,3340.0
8367,09:30:33.526,-2872.0,1387.5,73.0,2030.5,3353.5
8369,09:30:33.528,-2856.5,1578.5,72.5,2004.0,3355.0
8371,09:30:33.530,-2835.0,1496.5,71.5,1987.0,3339.0
8373,09:30:33.532,-2815.5,1614.0,70.0,1984.0,3315.5
8375,09:30:33.534,-2801.5,1676.0,69.0,1988.0,3291.5
8377,09:30:33.536,-2796.0,1501.5,68.0,1999.0,3270.0
8379,09:30:33.538,-2799.0,1373.0,67.5,2009.5,3259.0
8381,09:30:33.540,-2804.5,1214.0,67.0,2013.5,3258.5
8383,09:30:33.542,-2812.5,1257.0,65.5,2006.0,3265.0
8385,09:30:33.544,-2815.0,1000.0,64.0,1992.5,3273.0
8387,09:30:33.546,-2807.5,942.0,63.0,1972.5,3277.0
8389,09:30:33.548,-2792.5,661.0,63.0,1958.0,3276.5
8391,09:30:33.550,-2770.5,333.0,64.0,1943.5,3266.0
8393,09:30:33.552,-2752.0,229.0,65.0,1939.0,3251.0
8395,09:30:33.554,-2738.5,394.5,66.0,1940.0,3235.5
8397,09:30:33.556,-2732.0,728.5,66.0,1943.0,3222.0
8399,09:30:33.558,-2733.0,746.0,64.5,1946.0,3195.5
8401,09:30:33.560,-2741.0,431.5,63.0,1945.5,3044.0
8403,09:30:33.562,-2746.0,100.5,61.0,1939.0,2709.0
8405,09:30:33.564,-2747.0,-22.5,59.5,1932.5,2585.0
8407,09:30:33.566,-2739.5,77.5,58.0,1919.5,2660.0
8409,09:30:33.568,-2726.0,395.0,58.5,1909.5,2666.5
8411,09:30:33.570,-2708.0,848.0,59.5,1900.0,2711.0
8413,09:30:33.572,-2691.5,771.5,61.5,1893.0,2575.0
8415,09:30:33.574,-2676.5,533.5,63.5,1891.0,2468.0
8417,09:30:33.576,-2669.5,517.5,65.0,1889.0,2463.0
8419,09:30:33.578,-2671.0,540.0,66.0,1886.0,2444.0
8421,09:30:33.580,-2674.0,736.0,67.5,1884.5,2526.5
8423,09:30:33.582,-2679.5,858.5,69.0,1878.0,2558.5
8425,09:30:33.584,-2678.5,990.5,68.5,1873.5,2654.0
8427,09:30:33.586,-2671.5,1064.0,67.5,1866.5,2663.5
8429,09:30:33.588,-2660.5,1139.0,66.0,1857.5,2564.5
8431,09:30:33.590,-2645.5,993.5,64.0,1853.0,2439.5
8433,09:30:33.592,-2627.5,801.0,62.0,1847.0,2317.5
8435,09:30:33.594,-2615.0,839.0,60.0,1842.0,2337.0
8437,09:30:33.596,-2609.5,749.0,59.0,1834.0,2365.0
8439,09:30:33.598,-2608.5,603.5,59.5,1830.0,2331.5
8441,09:30:33.600,-2610.5,682.5,59.0,1823.5,2331.0
8443,09:30:33.602,-2612.5,872.5,59.5,1820.5,2375.5
8445,09:30:33.604,-2613.0,989.0,60.0,1816.5,2453.5
8447,09:30:33.606,-2606.0,1082.5,60.0,1811.5,2418.5
8449,09:30:33.608,-2598.5,1214.0,59.5,1807.0,2393.5
8451,09:30:33.610,-2581.5,1471.0,58.0,1803.5,2661.5
8453,09:30:33.612,-2567.0,1766.5,56.5,1796.0,2921.0
8455,09:30:33.614,-2554.5,1902.5,56.0,1789.5,2973.0
8457,09:30:33.616,-2548.5,1866.5,55.5,1781.0,3009.5
8459,09:30:33.618,-2546.0,1990.5,55.0,1773.5,3045.5
8461,09:30:33.620,-2548.5,2144.0,55.0,1767.5,3079.0
8463,09:30:33.622,-2548.0,2519.5,55.5,1763.0,3111.5
8465,09:30:33.624,-2544.5,2737.5,57.5,1762.0,3126.0
8467,09:30:33.626,-2540.5,2984.0,59.5,1758.5,3115.0
8469,09:30:33.628,-2531.5,3118.5,61.5,1755.5,3086.0
8471,09:30:33.630,-2519.0,3056.0,63.0,1751.5,3047.0
8473,09:30:33.632,-2507.5,3052.0,63.0,1745.0,3009.5
8475,09:30:33.634,-2497.0,3055.0,62.5,1734.5,2988.5
8477,09:30:33.636,-2491.0,2952.0,61.5,1668.5,2985.0
8479,09:30:33.638,-2485.0,2745.5,59.5,1716.0,3001.5
8481,09:30:33.640,-2484.5,2593.0,55.5,1716.0,3023.0
8483,09:30:33.642,-2484.0,2818.0,53.0,1705.5,3042.0
8485,09:30:33.644,-2482.0,3203.0,53.0,1685.0,3047.5
8487,09:30:33.646,-2476.5,3003.5,53.0,1423.0,3041.0
8489,09:30:33.648,-2469.0,3000.0,53.5,1210.0,3016.0
8491,09:30:33.650,-2458.0,2954.0,54.0,1042.0,2988.5
8493,09:30:33.652,-2446.5,2599.0,54.0,1014.5,2963.0
8495,09:30:33.654,-2439.5,2595.0,53.5,918.0,2946.5
8497,09:30:33.656,-2432.0,2687.0,53.0,731.0,2945.0
8499,09:30:33.658,-2427.5,2713.0,52.5,416.0,2953.0
8501,09:30:33.660,-2424.0,2757.5,52.0,215.0,2965.5
8503,09:30:33.662,-2218.0,2456.0,51.5,211.5,2969.5
8505,09:30:33.664,-1379.5,2248.0,50.0,262.5,2911.5
8507,09:30:33.666,-525.0,2218.0,48.0,153.5,2777.5
8509,09:30:33.668,418.0,2474.0,46.5,-27.0,2883.0
8511,09:30:33.670,877.5,2750.5,45.5,-337.0,2941.5
8513,09:30:33.672,1240.5,3012.5,45.5,-637.5,2902.5
8515,09:30:33.674,1616.5,2973.5,46.5,-925.5,2881.5
8517,09:30:33.676,1634.5,3014.0,47.5,-913.5,2875.5
8519,09:30:33.678,1521.5,3082.5,47.5,-743.0,2885.0
8521,09:30:33.680,1285.5,3148.5,46.0,-719.0,2901.0
8523,09:30:33.682,684.5,3188.0,44.5,-520.5,2918.5
8525,09:30:33.684,-61.5,3183.5,43.0,-152.0,2927.5
8527,09:30:33.686,-591.0,3102.0,41.5,70.0,2921.0
8529,09:30:33.688,-1073.0,2891.5,41.0,100.5,2904.0
8531,09:30:33.690,-1220.5,2549.5,42.0,382.5,2880.5
8533,09:30:33.692,-576.0,2327.5,43.5,863.0,2857.0
8535,09:30:33.694,807.0,2367.0,44.5,1331.0,2840.0
8537,09:30:33.696,2130.5,2547.5,44.5,1600.0,2835.5
8539,09:30:33.698,3019.0,2853.5,43.5,1679.5,2839.0
8541,09:30:33.700,3819.5,2961.5,42.5,1587.5,2847.5
8543,09:30:33.702,4331.5,2873.0,42.5,1533.0,2855.5
8545,09:30:33.704,4589.0,2857.0,43.5,1515.0,2858.5
8547,09:30:33.706,4811.0,2887.0,44.0,1540.0,2852.0
8549,09:30:33.708,4884.0,2970.5,44.5,1593.5,2840.0
8551,09:30:33.710,4794.5,3020.5,44.0,1652.0,2823.5
8553,09:30:33.712,4575.5,3016.5,44.0,1691.5,2807.0
8555,09:30:33.714,4314.5,3009.5,43.0,1695.5,2798.0
8557,09:30:33.716,4106.5,2991.5,41.0,1665.5,2791.5
8559,09:30:33.718,4021.0,2970.0,38.5,1609.0,2790.5
8561,09:30:33.720,4085.0,2950.5,36.5,1493.0,2793.5
8563,09:30:33.722,4258.0,2935.0,34.5,1153.5,2794.5
8565,09:30:33.724,4472.0,2927.5,32.5,715.0,2793.0
8567,09:30:33.726,4644.0,2929.0,31.0,638.5,2785.0
8569,09:30:33.728,4707.5,2936.5,30.0,898.0,2777.5
8571,09:30:33.730,4644.5,2943.5,29.0,1047.5,2766.5
8573,09:30:33.732,4484.0,2947.5,28.0,907.5,2758.0
8575,09:30:33.734,4282.0,2942.5,27.0,492.5,2749.0
8577,09:30:33.736,4118.5,2931.0,27.0,224.0,2745.0
8579,09:30:33.738,4046.0,2914.5,27.5,177.0,2742.0
8581,09:30:33.740,4081.5,2895.0,28.5,58.5,2739.5
8583,09:30:33.742,4204.5,2878.5,29.5,-30.0,2734.0
8585,09:30:33.744,4358.0,2867.5,30.5,-159.5,2731.0
8587,09:30:33.746,4487.0,2865.5,30.5,-193.5,2724.0
8589,09:30:33.748,4539.0,2867.5,30.5,-294.5,2719.5
8591,09:30:33.750,4498.5,2871.0,30.0,-420.0,2711.5
8593,09:30:33.752,4387.0,2877.0,30.0,-638.0,2706.5
8595,09:30:33.754,4242.0,2876.0,31.5,-714.0,2702.0
8597,09:30:33.756,4118.5,2868.5,33.5,-565.5,2697.5
8599,09:30:33.758,4058.0,2856.5,36.0,-392.0,2692.5
8601,09:30:33.760,4074.0,2839.0,37.5,-299.5,2686.0
8603,09:30:33.762,4151.0,2822.5,38.0,-107.0,2677.0
8605,09:30:33.764,4257.0,2810.5,38.0,-286.5,2670.0
8607,09:30:33.766,4345.0,2801.5,37.5,-370.5,2664.5
8609,09:30:33.768,4385.0,2802.0,37.0,-268.5,2659.5
8611,09:30:33.770,4364.5,2806.5,36.5,-26.5,2656.0
8613,09:30:33.772,4290.5,2808.5,36.5,144.5,2652.0
8615,09:30:33.774,4193.0,2810.5,36.0,414.5,2650.0
8617,09:30:33.776,4103.5,2804.0,36.0,553.5,2644.0
8619,09:30:33.778,4056.5,2796.5,36.0,441.5,2640.0
8621,09:30:33.780,4054.5,2780.0,35.5,337.5,2632.0
8623,09:30:33.782,4098.0,2765.5,35.0,181.5,2621.5
8625,09:30:33.784,4162.0,2752.0,34.0,215.0,2616.5
8627,09:30:33.786,4218.0,2743.0,32.0,341.0,2607.5
8629,09:30:33.788,4247.5,2739.5,29.5,561.5,2603.0
8631,09:30:33.790,4239.5,2742.5,27.0,781.5,2602.5
8633,09:30:33.792,4195.5,2630.0,25.0,722.0,2600.5
8635,09:30:33.794,4136.0,2196.5,24.5,497.5,2600.5
8637,09:30:33.796,4077.0,1677.5,24.5,379.5,2594.0
8639,09:30:33.798,4037.5,1242.0,25.5,292.5,2588.5
8641,09:30:33.800,4028.0,949.0,26.5,244.5,2578.0
8643,09:30:33.802,4044.0,740.5,26.0,34.0,2569.0
8645,09:30:33.804,4074.5,402.5,25.0,-320.5,2559.0
8647,09:30:33.806,4107.5,-8.0,23.0,-527.0,2553.0
8649,09:30:33.808,4125.0,-110.0,21.5,-415.5,2550.5
8651,09:30:33.810,4126.5,3.5,21.5,-260.0,2551.0
8653,09:30:33.812,4104.5,100.0,22.0,-367.5,2549.0
8655,09:30:33.814,4072.0,129.0,23.0,-328.0,2548.5
8657,09:30:33.816,4035.5,91.0,24.0,-218.5,2542.0
8659,09:30:33.818,4006.0,21.5,24.5,-73.5,2535.5
8661,09:30:33.820,3988.0,110.5,25.0,19.0,2525.0
8663,09:30:33.822,3883.0,130.0,26.0,288.5,2515.0
8665,09:30:33.824,3761.5,59.0,29.0,646.5,2507.5
8667,09:30:33.826,3551.5,20.5,32.0,859.0,2371.0
8669,09:30:33.828,3090.0,-183.0,34.0,804.5,1971.0
8671,09:30:33.830,2592.0,-86.0,35.0,705.0,1633.0
8673,09:30:33.832,2338.5,219.5,34.5,792.5,1521.0
8675,09:30:33.834,1950.0,337.0,33.5,839.5,1377.0
8677,09:30:33.836,1592.5,159.5,33.5,792.5,1076.5
8679,09:30:33.838,1253.0,48.5,33.0,1090.0,694.0
8681,09:30:33.840,902.5,-46.5,32.5,1394.5,252.0
8683,09:30:33.842,422.0,-505.0,31.5,1486.5,-254.0
8685,09:30:33.844,20.5,-831.0,30.0,1585.5,-739.0
8687,09:30:33.846,73.0,-1112.0,28.5,1616.5,-1268.0
8689,09:30:33.848,661.0,-1235.5,27.0,1577.0,-1640.0
8691,09:30:33.850,882.5,85.5,25.5,1484.0,-2043.5
8693,09:30:33.852,1158.5,1035.0,23.5,1374.5,-2123.5
8695,09:30:33.854,1448.0,24.0,22.0,1290.5,-1791.0
8697,09:30:33.856,1635.5,-656.0,20.5,1254.5,-2038.0
8699,09:30:33.858,2021.0,-345.5,20.0,1276.5,-2740.5
8701,09:30:33.860,2667.0,-656.5,19.5,1342.5,-2865.0
8703,09:30:33.862,3324.5,-556.5,20.5,1422.5,-2709.0
8705,09:30:33.864,3800.5,-280.5,22.0,1487.0,-2582.0
8707,09:30:33.866,3838.5,-655.5,23.0,1507.0,-2767.5
8709,09:30:33.868,3880.0,-1140.0,24.0,1483.0,-3013.0
8711,09:30:33.870,3947.5,-1639.5,24.5,1419.5,-3203.0
8713,09:30:33.872,4007.5,-1834.0,24.0,1344.5,-3206.5
8715,09:30:33.874,4037.5,-1960.0,23.0,1289.0,-3285.0
8717,09:30:33.876,4027.0,-2106.0,22.0,1263.5,-3483.0
8719,09:30:33.878,3974.5,-1859.5,21.5,1275.0,-3606.5
8721,09:30:33.880,3904.5,-1629.5,21.0,1316.5,-3584.5
8723,09:30:33.882,3835.0,-1656.5,21.0,1362.0,-3578.5
8725,09:30:33.884,3788.5,-1802.5,21.5,1399.5,-3586.0
8727,09:30:33.886,3781.5,-1884.0,21.5,1411.0,-3639.0
8729,09:30:33.888,3811.0,-2201.0,22.0,1394.5,-3492.5
8731,09:30:33.890,3859.5,-2518.0,22.0,1357.0,-3164.5
8733,09:30:33.892,3910.5,-2670.5,22.0,1313.0,-2955.5
8735,09:30:33.894,3941.5,-3067.0,23.0,1277.5,-3120.0
8737,09:30:33.896,3939.5,-3379.5,24.5,1261.0,-3450.0
8739,09:30:33.898,3904.5,-3442.0,26.5,1265.0,-3763.5
8741,09:30:33.900,3847.5,-3250.5,27.0,1284.0,-3708.0
8743,09:30:33.902,3787.0,-3312.5,28.0,1307.5,-3849.5
8745,09:30:33.904,3743.0,-3553.5,29.0,1325.5,-4026.5
8747,09:30:33.906,3728.0,-3774.0,30.5,1328.5,-4050.5
8749,09:30:33.908,3743.0,-3954.0,31.5,1319.0,-4076.0
8751,09:30:33.910,3780.0,-4182.5,31.5,1299.5,-4147.5
8753,09:30:33.912,3819.5,-4363.0,30.5,1276.0,-4234.5
8755,09:30:33.914,3846.0,-4428.5,30.0,1256.0,-4302.0
8757,09:30:33.916,3852.0,-4360.0,29.5,1247.0,-4317.0
8759,09:30:33.918,3782.0,-4192.5,28.5,1245.5,-4278.0
8761,09:30:33.920,3708.0,-3992.0,26.5,1249.5,-4199.0
8763,09:30:33.922,3741.5,-3833.0,24.5,1253.0,-4109.5
8765,09:30:33.924,3695.0,-3764.5,23.5,1257.5,-4041.5
8767,09:30:33.926,3670.0,-3803.0,22.5,1255.5,-4015.0
8769,09:30:33.928,3670.0,-3922.0,21.0,1251.5,-4034.5
8771,09:30:33.930,3694.0,-4070.0,19.5,1244.5,-4086.5
8773,09:30:33.932,3728.5,-4186.5,18.5,1236.0,-4148.0
8775,09:30:33.934,3756.5,-4228.5,18.0,1230.0,-4189.0
8777,09:30:33.936,3770.0,-4185.0,16.0,1224.5,-4194.5
8779,09:30:33.938,3757.0,-4080.5,13.0,1217.0,-4160.5
8781,09:30:33.940,3726.5,-3952.0,10.5,1213.5,-4100.5
8783,09:30:33.942,3683.5,-3849.0,8.5,1205.0,-4036.0
8785,09:30:33.944,3643.5,-3801.5,6.5,1198.0,-3988.0
8787,09:30:33.946,3619.0,-3817.0,5.5,1194.5,-3970.0
8789,09:30:33.948,3613.0,-3883.5,5.0,1191.5,-3985.5
8791,09:30:33.950,3627.0,-3965.0,3.5,1193.5,-4020.0
8793,09:30:33.952,3648.5,-4031.5,1.5,1194.5,-4059.0
8795,09:30:33.954,3670.5,-4056.5,0.0,1195.5,-4083.5
8797,09:30:33.956,3681.5,-4032.0,-1.5,1194.0,-4081.0
8799,09:30:33.958,3677.0,-3973.5,-0.5,1184.5,-4052.0
8801,09:30:33.960,3655.5,-3902.0,0.0,1173.0,-4005.0
8803,09:30:33.962,3624.5,-3839.5,1.0,1158.0,-3961.5
8805,09:30:33.964,3590.5,-3812.0,2.0,1145.5,-3930.5
8807,09:30:33.966,3566.5,-3812.0,2.0,1138.5,-3920.0
8809,09:30:33.968,3555.5,-3837.5,1.5,1138.5,-3929.0
8811,09:30:33.970,3560.0,-3872.0,1.0,1145.0,-3951.0
8813,09:30:33.972,3573.5,-3900.0,0.0,1151.5,-3971.5
8815,09:30:33.974,3588.5,-3910.0,-1.0,1158.0,-3980.0
8817,09:30:33.976,3600.0,-3898.5,-2.0,1157.0,-3971.5
8819,09:30:33.978,3599.0,-3873.5,-3.5,1147.0,-3949.5
8821,09:30:33.980,3581.5,-3844.0,-6.5,1131.0,-3919.5
8823,09:30:33.982,3559.5,-3817.0,-11.0,1111.5,-3889.5
8825,09:30:33.984,3532.5,-3782.5,-15.5,1045.5,-3869.0
8827,09:30:33.986,3510.5,-3488.0,-18.5,783.0,-3863.0
8829,09:30:33.988,3497.0,-3173.5,-19.5,586.0,-3868.5
8831,09:30:33.990,3494.0,-3045.5,-20.5,456.0,-3878.5
8833,09:30:33.992,3501.5,-2782.5,-20.5,194.5,-3886.0
8835,09:30:33.994,3511.5,-2691.0,-21.5,-137.5,-3884.0
8837,09:30:33.996,3519.5,-2476.0,-22.5,-354.0,-3871.5
8839,09:30:33.998,3519.0,-2325.0,-23.0,-732.0,-3853.5
8841,09:30:34,3509.5,-2176.5,-22.5,-1180.5,-3832.0
8843,09:30:34.002,3495.0,-2056.5,-22.0,-1565.5,-3813.0
8845,09:30:34.004,3473.0,-1782.0,-22.5,-1532.5,-3805.0
8847,09:30:34.006,3454.5,-1323.5,-24.0,-1260.0,-3803.5
8849,09:30:34.008,3440.0,-1093.5,-25.0,-1179.5,-3804.0
8851,09:30:34.010,3433.0,-1035.5,-26.0,-1316.0,-3804.5
8853,09:30:34.012,3433.5,-715.0,-26.0,-1357.0,-3801.0
8855,09:30:34.014,3302.0,-61.0,-26.5,-1340.0,-3793.5
8857,09:30:34.016,2547.0,622.5,-28.0,-1353.0,-3779.0
8859,09:30:34.018,1584.5,728.5,-30.0,-1313.5,-3763.5
8861,09:30:34.020,523.0,427.5,-31.0,-1199.0,-3748.0
8863,09:30:34.022,-695.0,295.0,-32.5,-1043.0,-3738.5
8865,09:30:34.024,-1461.5,473.5,-34.0,-994.5,-3735.0
8867,09:30:34.026,-2352.0,888.5,-34.0,-1121.0,-3735.0
8869,09:30:34.028,-3213.5,1385.0,-32.5,-1323.5,-3732.5
8871,09:30:34.030,-3383.0,1767.5,-30.5,-1406.0,-3728.5
8873,09:30:34.032,-3619.5,1987.5,-28.5,-1224.0,-3719.0
8875,09:30:34.034,-3768.0,2145.0,-27.5,-998.0,-3707.0
8877,09:30:34.036,-3783.0,2237.0,-26.0,-997.5,-3690.5
8879,09:30:34.038,-3663.5,2391.5,-24.0,-831.0,-3678.5
8881,09:30:34.040,-3458.5,2528.0,-22.0,-765.5,-3670.0
8883,09:30:34.042,-3244.0,2620.5,-20.0,-631.5,-3666.5
8885,09:30:34.044,-3101.0,2791.5,-18.5,-460.5,-3666.5
8887,09:30:34.046,-3072.5,2744.5,-17.5,-324.0,-3666.0
8889,09:30:34.048,-3163.0,2464.5,-16.5,-229.0,-3661.0
