,TIME,EMG1,EMG2,IO,EMG3,EMG4
833,09:30:25.992,433.0,-265.5,17.5,-137.5,-239.0
835,09:30:25.994,445.0,-349.0,16.5,-146.0,-320.5
837,09:30:25.996,505.5,-460.5,14.5,-132.5,-439.5
839,09:30:25.998,571.0,-467.5,12.5,-101.5,-507.0
841,09:30:26,652.0,-193.5,10.5,-84.0,-466.5
843,09:30:26.002,780.0,18.0,9.0,-32.0,-476.0
845,09:30:26.004,871.0,-22.0,8.0,8.5,-545.0
847,09:30:26.006,955.5,-6.5,7.5,60.5,-560.5
849,09:30:26.008,1013.5,5.0,6.5,94.5,-613.5
851,09:30:26.010,1140.5,115.0,5.0,173.0,-579.5
853,09:30:26.012,1225.0,236.5,3.5,230.5,-584.0
855,09:30:26.014,1244.5,299.5,1.5,283.5,-627.5
857,09:30:26.016,1257.0,279.5,-0.5,385.5,-631.5
859,09:30:26.018,1246.0,129.5,-2.0,515.5,-696.5
861,09:30:26.020,1163.0,-110.5,-3.5,662.0,-805.5
863,09:30:26.022,979.5,-275.5,-3.5,747.0,-938.5
865,09:30:26.024,680.5,-314.0,-3.5,728.0,-1065.5
867,09:30:26.026,387.5,-315.5,-3.0,605.0,-1219.5
869,09:30:26.028,200.0,-424.0,-2.5,429.5,-1346.0
871,09:30:26.030,21.0,-545.5,-1.5,244.5,-1514.0
873,09:30:26.032,-206.5,-669.0,0.0,56.5,-1713.0
875,09:30:26.034,-448.5,-842.5,0.5,-175.5,-1933.5
877,09:30:26.036,-588.0,-935.0,1.0,-437.0,-2068.0
879,09:30:26.038,-630.0,-974.5,1.0,-647.0,-2120.5
881,09:30:26.040,-642.5,-992.0,0.5,-808.0,-2186.5
883,09:30:26.042,-650.5,-1039.5,0.0,-930.0,-2279.5
885,09:30:26.044,-695.0,-1192.0,-1.5,-1017.5,-2428.0
887,09:30:26.046,-691.5,-1321.5,-2.0,-1070.5,-2539.0
889,09:30:26.048,-591.5,-1282.0,-2.0,-1071.5,-2469.5
891,09:30:26.050,-438.5,-1144.5,-2.5,-992.0,-2279.5
893,09:30:26.052,-234.5,-866.0,-3.0,-800.0,-2064.0
895,09:30:26.054,-114.0,-676.5,-1.5,-639.0,-1931.0
897,09:30:26.056,-53.5,-610.0,0.0,-551.5,-1861.0
899,09:30:26.058,10.5,-522.5,2.5,-475.0,-1775.5
901,09:30:26.060,90.0,-425.5,4.0,-416.5,-1664.5
903,09:30:26.062,119.0,-393.5,4.5,-365.5,-1544.5
905,09:30:26.064,173.0,-376.5,4.0,-306.5,-1387.0
907,09:30:26.066,202.0,-321.5,3.5,-255.5,-1252.5
909,09:30:26.068,210.0,-297.5,3.5,-209.5,-1114.5
911,09:30:26.070,207.0,-261.5,4.0,-166.5,-998.0
913,09:30:26.072,164.0,-255.5,3.5,-132.0,-947.5
915,09:30:26.074,131.0,-241.0,3.0,-91.0,-883.5
917,09:30:26.076,-0.5,-231.0,2.0,-122.5,-852.0
919,09:30:26.078,-114.0,-240.0,0.5,-153.5,-840.5
921,09:30:26.080,-179.5,-224.5,-1.0,-178.5,-814.0
923,09:30:26.082,-215.5,-245.0,-2.5,-174.5,-766.5
925,09:30:26.084,-246.0,-308.0,-3.0,-153.5,-721.5
927,09:30:26.086,-289.5,-356.0,-3.5,-140.0,-662.5
929,09:30:26.088,-353.5,-371.0,-4.5,-140.0,-643.5
931,09:30:26.090,-367.0,-328.0,-5.5,-94.0,-588.5
933,09:30:26.092,-396.0,-310.0,-7.0,-55.0,-525.0
935,09:30:26.094,-468.0,-332.0,-8.5,-59.0,-514.0
937,09:30:26.096,-521.5,-358.0,-8.0,-54.5,-497.0
939,09:30:26.098,-595.5,-391.0,-7.0,-71.0,-489.5
941,09:30:26.100,-634.0,-447.0,-6.0,-61.0,-470.0
943,09:30:26.102,-624.5,-512.5,-6.0,-54.5,-374.0
945,09:30:26.104,-631.0,-528.0,-5.0,-73.0,-316.0
947,09:30:26.106,-600.5,-535.0,-3.5,-49.0,-248.0
949,09:30:26.108,-556.0,-549.5,-2.0,-9.5,-163.0
951,09:30:26.110,-542.5,-580.5,-0.5,3.5,-117.0
953,09:30:26.112,-561.0,-615.0,0.0,6.5,-120.5
955,09:30:26.114,-557.5,-646.0,0.5,3.0,-102.5
957,09:30:26.116,-528.5,-663.5,0.0,4.5,-54.5
959,09:30:26.118,-508.5,-678.0,0.0,12.0,-28.0
961,09:30:26.120,-485.5,-672.5,0.0,20.5,11.0
963,09:30:26.122,-466.0,-699.5,0.5,3.5,57.5
965,09:30:26.124,-451.5,-699.0,0.5,-4.5,81.5
967,09:30:26.126,-414.0,-650.0,1.0,15.5,130.5
969,09:30:26.128,-361.0,-589.5,2.0,54.5,180.0
971,09:30:26.130,-368.5,-619.0,3.0,42.5,180.5
973,09:30:26.132,-362.0,-648.0,4.0,48.0,210.0
975,09:30:26.134,-334.5,-637.5,3.5,49.5,275.5
977,09:30:26.136,-341.0,-612.0,3.0,42.0,275.0
979,09:30:26.138,-339.5,-595.0,2.0,29.0,260.0
981,09:30:26.140,-325.0,-545.5,1.5,31.5,279.5
983,09:30:26.142,-327.5,-503.0,1.0,26.5,298.5
985,09:30:26.144,-348.5,-522.0,0.5,8.5,287.5
987,09:30:26.146,-309.0,-499.5,1.0,5.0,328.0
989,09:30:26.148,-230.5,-455.0,2.5,49.0,410.0
991,09:30:26.150,-203.0,-485.0,5.0,42.0,412.0
993,09:30:26.152,-195.0,-523.0,7.0,43.5,388.0
995,09:30:26.154,-168.5,-501.5,8.0,32.0,413.0
997,09:30:26.156,-112.0,-503.5,8.5,45.5,400.0
999,09:30:26.158,-79.0,-537.5,8.5,29.0,345.0
1001,09:30:26.160,-4.0,-448.5,8.0,39.5,381.0
1003,09:30:26.162,71.5,-425.5,8.0,69.0,463.0
1005,09:30:26.164,106.5,-565.0,7.0,54.5,386.0
1007,09:30:26.166,176.5,-604.5,5.5,62.5,316.5
1009,09:30:26.168,240.0,-568.5,4.0,85.5,370.5
1011,09:30:26.170,235.5,-610.0,2.5,87.5,386.5
1013,09:30:26.172,251.5,-647.0,1.5,106.5,343.0
1015,09:30:26.174,254.5,-499.5,1.0,114.5,410.0
1017,09:30:26.176,295.5,-308.5,1.5,121.5,454.5
1019,09:30:26.178,338.0,-266.5,1.5,124.0,407.0
1021,09:30:26.180,432.5,-276.0,2.0,147.0,386.0
1023,09:30:26.182,474.0,-309.5,2.0,153.0,352.5
1025,09:30:26.184,492.0,-291.5,1.5,143.0,334.0
1027,09:30:26.186,523.5,-220.5,0.0,167.5,342.5
1029,09:30:26.188,535.0,-203.5,-0.5,187.0,293.5
1031,09:30:26.190,535.5,-265.5,-1.5,202.5,184.5
1033,09:30:26.192,590.0,-369.5,-2.5,227.5,53.0
1035,09:30:26.194,645.0,-478.0,-3.5,236.5,-52.0
1037,09:30:26.196,698.0,-653.5,-4.0,230.5,-130.0
1039,09:30:26.198,739.5,-717.0,-4.5,220.5,-142.5
1041,09:30:26.200,794.0,-612.5,-4.5,226.0,-106.5
1043,09:30:26.202,906.5,-348.0,-4.5,291.0,-38.5
1045,09:30:26.204,966.0,-301.5,-4.0,315.0,-27.0
1047,09:30:26.206,1026.0,-257.0,-3.0,311.0,37.0
1049,09:30:26.208,1146.0,-218.0,-1.5,324.0,85.0
1051,09:30:26.210,1210.0,-178.0,0.0,314.5,108.0
1053,09:30:26.212,1290.5,-92.0,2.0,313.5,152.5
1055,09:30:26.214,1375.0,-54.5,3.0,325.5,140.5
1057,09:30:26.216,1464.0,-24.0,4.5,347.0,140.0
1059,09:30:26.218,1548.5,-56.0,5.0,377.5,116.0
1061,09:30:26.220,1613.0,-78.5,6.0,388.5,51.0
1063,09:30:26.222,1668.5,-152.5,7.5,384.5,-26.0
1065,09:30:26.224,1761.5,-174.0,8.5,394.0,-13.0
1067,09:30:26.226,1868.5,-38.0,10.0,392.5,74.0
1069,09:30:26.228,1918.0,124.0,10.5,392.0,175.0
1071,09:30:26.230,1958.0,216.5,9.5,395.5,303.0
1073,09:30:26.232,2144.0,611.5,8.0,403.5,306.0
1075,09:30:26.234,2230.0,615.0,7.0,393.5,323.5
1077,09:30:26.236,2343.0,663.0,6.5,422.0,414.5
1079,09:30:26.238,2423.5,703.5,6.5,430.0,501.5
1081,09:30:26.240,2466.0,755.5,7.5,430.5,595.5
1083,09:30:26.242,2516.0,828.0,8.0,422.0,672.0
1085,09:30:26.244,2589.0,872.0,8.0,446.0,731.5
1087,09:30:26.246,2633.0,878.0,8.5,418.5,761.0
1089,09:30:26.248,2712.5,903.5,9.0,426.0,838.0
1091,09:30:26.250,2794.0,898.5,9.0,412.5,970.0
1093,09:30:26.252,2885.5,910.5,9.0,397.5,1139.0
1095,09:30:26.254,3003.5,990.5,8.5,431.0,1331.5
1097,09:30:26.256,3064.5,1018.0,7.0,437.0,1506.5
1099,09:30:26.258,3132.0,1053.0,5.5,442.0,1657.0
1101,09:30:26.260,3195.5,1083.5,4.0,436.5,1792.5
1103,09:30:26.262,3248.5,1067.5,3.5,443.5,1919.5
1105,09:30:26.264,3274.5,1035.5,3.0,457.0,2068.0
1107,09:30:26.266,3281.0,1035.0,3.5,443.5,2155.5
1109,09:30:26.268,3278.0,1004.0,4.5,425.5,2207.0
1111,09:30:26.270,3245.0,935.5,5.5,394.5,2275.0
1113,09:30:26.272,3204.5,886.5,7.0,350.0,2352.0
1115,09:30:26.274,3174.0,841.0,7.0,331.5,2440.5
1117,09:30:26.276,3135.5,779.5,6.5,310.5,2514.5
1119,09:30:26.278,3102.0,736.0,5.5,287.5,2532.5
1121,09:30:26.280,3055.0,681.0,4.5,278.0,2519.0
1123,09:30:26.282,2979.0,622.5,3.0,260.5,2501.0
1125,09:30:26.284,2916.5,538.0,1.5,249.0,2470.0
1127,09:30:26.286,2854.5,444.5,0.0,234.5,2395.0
1129,09:30:26.288,2777.0,435.0,-2.0,204.5,2288.0
1131,09:30:26.290,2701.0,365.5,-3.5,193.5,2206.0
1133,09:30:26.292,2629.5,246.0,-4.5,183.0,2152.5
1135,09:30:26.294,2555.0,170.5,-4.5,157.0,2098.0
1137,09:30:26.296,2451.0,92.0,-3.5,123.5,2022.0
1139,09:30:26.298,2355.0,13.5,-2.5,96.0,1956.0
1141,09:30:26.300,2285.0,-20.0,-0.5,95.5,1900.0
1143,09:30:26.302,2185.5,-84.5,1.0,82.0,1804.0
1145,09:30:26.304,2046.0,-144.5,2.5,36.0,1671.0
1147,09:30:26.306,1920.5,-225.5,4.0,-2.0,1581.0
1149,09:30:26.308,1841.5,-302.0,5.5,-0.5,1507.5
1151,09:30:26.310,1749.0,-384.0,6.5,-17.5,1419.5
1153,09:30:26.312,1655.0,-452.0,6.5,-35.5,1324.0
1155,09:30:26.314,1551.0,-500.5,7.0,-59.0,1201.5
1157,09:30:26.316,1453.0,-536.0,7.5,-63.0,1119.0
1159,09:30:26.318,1375.0,-508.5,7.0,-72.0,1047.5
1161,09:30:26.320,1291.5,-504.5,7.0,-73.0,977.0
1163,09:30:26.322,1204.5,-569.0,7.5,-100.0,874.5
1165,09:30:26.324,1118.5,-585.5,8.5,-99.5,789.0
1167,09:30:26.326,1035.0,-627.0,9.0,-125.0,700.5
1169,09:30:26.328,961.5,-683.0,9.0,-137.5,632.5
1171,09:30:26.330,890.0,-708.0,9.5,-146.5,561.5
1173,09:30:26.332,805.0,-748.5,10.5,-154.5,479.0
1175,09:30:26.334,722.5,-771.5,11.0,-143.0,433.0
1177,09:30:26.336,606.0,-826.0,11.5,-182.5,367.5
1179,09:30:26.338,532.0,-822.5,12.0,-164.5,361.0
1181,09:30:26.340,403.0,-873.0,12.5,-183.0,308.0
1183,09:30:26.342,295.5,-880.0,13.0,-178.0,251.5
1185,09:30:26.344,196.0,-872.5,12.0,-187.0,209.0
1187,09:30:26.346,66.5,-898.0,11.5,-195.0,154.5
1189,09:30:26.348,-72.0,-932.0,9.5,-220.5,49.5
1191,09:30:26.350,-184.5,-918.0,7.5,-214.0,-14.5
1193,09:30:26.352,-286.0,-911.5,6.5,-220.0,-16.5
1195,09:30:26.354,-412.0,-935.0,7.0,-241.0,-75.5
1197,09:30:26.356,-523.0,-932.0,7.0,-245.5,-200.0
1199,09:30:26.358,-652.0,-961.0,7.5,-273.5,-282.0
1201,09:30:26.360,-770.5,-951.5,6.5,-292.5,-331.5
1203,09:30:26.362,-879.0,-919.5,4.5,-281.0,-388.5
1205,09:30:26.364,-944.0,-880.0,2.0,-265.5,-410.5
1207,09:30:26.366,-1029.0,-906.5,0.0,-304.0,-473.0
1209,09:30:26.368,-1064.0,-841.5,-2.0,-274.0,-499.0
1211,09:30:26.370,-1120.0,-772.5,-3.0,-279.0,-577.5
1213,09:30:26.372,-1146.5,-676.5,-3.5,-219.0,-589.5
1215,09:30:26.374,-1202.5,-611.5,-1.5,-222.5,-605.5
1217,09:30:26.376,-1230.5,-546.0,0.0,-211.5,-570.5
1219,09:30:26.378,-1224.0,-460.0,2.5,-182.0,-493.5
1221,09:30:26.380,-1254.0,-391.0,4.5,-200.0,-492.5
1223,09:30:26.382,-1265.5,-268.0,4.5,-208.0,-560.5
1225,09:30:26.384,-1247.0,-153.5,3.0,-138.5,-589.5
1227,09:30:26.386,-1242.0,-85.0,2.5,-128.5,-620.5
1229,09:30:26.388,-1255.0,-44.5,3.0,-132.0,-637.5
1231,09:30:26.390,-1266.5,10.0,3.5,-130.5,-666.0
1233,09:30:26.392,-1264.5,46.5,3.5,-119.0,-715.0
1235,09:30:26.394,-1230.5,65.5,3.0,-91.5,-741.5
1237,09:30:26.396,-1199.5,99.5,2.5,-76.0,-724.0
1239,09:30:26.398,-1175.5,127.0,2.5,-66.0,-684.5
1241,09:30:26.400,-1136.0,153.5,3.5,-39.5,-697.0
1243,09:30:26.402,-1086.0,166.5,5.0,-16.5,-688.5
1245,09:30:26.404,-1049.5,154.0,7.5,-10.0,-565.0
1247,09:30:26.406,-1028.5,137.5,10.5,-7.5,-493.0
1249,09:30:26.408,-1010.0,171.5,13.0,-2.0,-497.5
1251,09:30:26.410,-967.5,212.0,14.0,14.0,-487.0
1253,09:30:26.412,-929.5,213.0,14.5,28.0,-481.0
1255,09:30:26.414,-889.0,174.5,15.0,28.0,-512.0
1257,09:30:26.416,-849.5,210.0,15.0,32.5,-511.5
1259,09:30:26.418,-791.5,219.5,14.0,42.5,-499.5
1261,09:30:26.420,-736.0,181.0,12.5,30.0,-508.5
1263,09:30:26.422,-710.0,117.5,11.0,26.5,-531.0
1265,09:30:26.424,-676.0,68.5,9.5,50.5,-516.0
1267,09:30:26.426,-621.5,72.5,8.5,79.0,-446.0
1269,09:30:26.428,-577.0,36.0,9.0,72.5,-431.0
1271,09:30:26.430,-517.0,7.0,10.0,84.5,-395.0
1273,09:30:26.432,-513.5,12.5,10.0,62.0,-373.0
1275,09:30:26.434,-501.5,56.0,10.0,59.0,-357.0
1277,09:30:26.436,-496.5,87.5,8.5,71.0,-331.5
1279,09:30:26.438,-482.0,102.0,8.0,79.0,-290.5
1281,09:30:26.440,-465.0,131.5,8.0,80.0,-255.0
1283,09:30:26.442,-460.5,173.5,8.0,81.5,-222.0
1285,09:30:26.444,-451.0,204.5,8.5,73.0,-179.0
1287,09:30:26.446,-469.0,212.0,8.0,54.5,-159.5
1289,09:30:26.448,-437.5,232.5,7.0,69.0,-86.5
1291,09:30:26.450,-434.5,235.5,6.0,66.5,-68.0
1293,09:30:26.452,-456.5,223.5,4.5,60.5,32.0
1295,09:30:26.454,-454.5,216.0,2.5,40.0,87.5
1297,09:30:26.456,-435.5,221.0,0.5,57.0,147.0
1299,09:30:26.458,-448.5,224.5,-0.5,54.0,168.5
1301,09:30:26.460,-436.0,238.5,-1.5,50.0,162.0
1303,09:30:26.462,-444.0,234.5,-2.0,43.0,170.0
1305,09:30:26.464,-445.0,270.5,-2.0,49.0,225.0
1307,09:30:26.466,-505.5,208.0,-1.5,42.0,230.5
1309,09:30:26.468,-490.5,229.0,-1.0,-1.5,257.0
1311,09:30:26.470,-478.5,245.5,-0.5,6.5,286.5
1313,09:30:26.472,-469.0,251.0,-1.5,12.5,304.0
1315,09:30:26.474,-430.0,334.5,-2.5,14.5,271.5
1317,09:30:26.476,-418.0,386.5,-3.0,12.5,232.5
1319,09:30:26.478,-423.5,389.5,-3.0,4.0,250.5
1321,09:30:26.480,-426.0,448.0,-2.5,-3.0,263.0
1323,09:30:26.482,-425.5,491.5,-1.5,5.5,247.0
1325,09:30:26.484,-435.5,521.5,0.0,3.0,198.5
1327,09:30:26.486,-431.5,562.5,1.0,16.0,170.0
1329,09:30:26.488,-452.0,581.0,2.5,13.0,126.5
1331,09:30:26.490,-468.0,609.0,3.5,-2.0,93.5
1333,09:30:26.492,-487.5,611.0,4.0,-15.5,65.0
1335,09:30:26.494,-503.0,585.5,3.5,-33.5,31.5
1337,09:30:26.496,-482.5,598.5,2.0,2.5,38.5
1339,09:30:26.498,-513.5,583.0,1.5,-5.5,-14.5
1341,09:30:26.500,-541.5,585.5,2.0,-37.0,-77.5
1343,09:30:26.502,-526.5,631.0,4.0,-35.5,-105.0
1345,09:30:26.504,-511.5,646.5,6.5,-51.0,-171.0
1347,09:30:26.506,-490.0,629.5,8.5,-47.5,-233.5
1349,09:30:26.508,-499.0,580.0,11.5,-50.0,-301.0
1351,09:30:26.510,-543.5,514.5,14.0,-63.0,-345.5
1353,09:30:26.512,-573.5,467.5,17.0,-62.5,-375.5
1355,09:30:26.514,-597.5,406.5,19.5,-53.5,-384.0
1357,09:30:26.516,-629.0,306.0,20.0,-68.5,-395.5
1359,09:30:26.518,-644.5,185.5,19.5,-79.0,-397.0
1361,09:30:26.520,-638.5,90.5,17.5,-78.5,-395.0
1363,09:30:26.522,-630.5,26.5,14.5,-77.0,-374.0
1365,09:30:26.524,-656.5,-40.5,11.0,-86.5,-361.0
1367,09:30:26.526,-680.0,-92.0,8.0,-81.5,-344.5
1369,09:30:26.528,-687.5,-159.5,6.5,-69.5,-317.0
1371,09:30:26.530,-731.5,-256.5,6.0,-70.0,-308.0
1373,09:30:26.532,-785.5,-332.0,7.0,-79.0,-295.0
1375,09:30:26.534,-852.0,-394.0,8.0,-115.5,-300.0
1377,09:30:26.536,-878.0,-461.5,8.5,-115.5,-285.5
1379,09:30:26.538,-899.5,-519.0,9.0,-84.5,-229.5
1381,09:30:26.540,-914.5,-557.0,9.0,-85.5,-196.0
1383,09:30:26.542,-968.5,-687.0,9.0,-95.0,-175.0
1385,09:30:26.544,-935.0,-735.0,7.5,-67.5,-60.0
1387,09:30:26.546,-953.5,-824.0,6.5,-69.0,51.0
1389,09:30:26.548,-997.5,-916.0,6.0,-93.0,111.0
1391,09:30:26.550,-989.5,-956.0,5.5,-59.0,161.5
1393,09:30:26.552,-985.5,-982.5,6.0,-42.0,223.5
1395,09:30:26.554,-966.0,-1025.5,7.0,-36.5,343.5
1397,09:30:26.556,-938.0,-1082.0,7.0,-15.0,458.0
1399,09:30:26.558,-898.5,-1075.0,7.0,41.0,581.5
1401,09:30:26.560,-901.5,-1098.0,8.5,69.5,652.0
1403,09:30:26.562,-904.0,-1031.0,10.0,92.0,651.0
1405,09:30:26.564,-878.0,-921.0,11.0,128.5,664.5
1407,09:30:26.566,-838.5,-874.5,12.0,181.0,737.0
1409,09:30:26.568,-787.0,-836.0,11.5,242.5,794.5
1411,09:30:26.570,-727.0,-768.5,10.0,341.0,835.0
1413,09:30:26.572,-686.5,-737.5,9.0,482.0,859.0
1415,09:30:26.574,-668.0,-713.5,8.5,610.5,865.0
1417,09:30:26.576,-810.0,-820.0,8.0,642.5,707.5
1419,09:30:26.578,-1086.0,-1057.5,8.0,599.5,403.0
1421,09:30:26.580,-1207.5,-1192.5,8.5,461.0,242.0
1423,09:30:26.582,-1288.0,-1284.5,9.5,247.5,141.0
1425,09:30:26.584,-1443.5,-1398.5,9.0,62.0,16.5
1427,09:30:26.586,-1606.5,-1498.0,7.5,-85.0,-161.5
1429,09:30:26.588,-1771.5,-1626.5,5.0,-272.0,-364.5
1431,09:30:26.590,-1833.5,-1667.0,3.0,-529.0,-448.5
1433,09:30:26.592,-1842.0,-1660.0,1.5,-712.0,-512.5
1435,09:30:26.594,-1790.0,-1583.5,2.0,-831.5,-527.5
1437,09:30:26.596,-1806.0,-1569.0,3.5,-953.5,-621.0
1439,09:30:26.598,-1858.5,-1580.5,6.0,-983.5,-720.0
1441,09:30:26.600,-1872.0,-1559.5,8.5,-1029.0,-782.5
1443,09:30:26.602,-1823.5,-1452.5,11.5,-1002.0,-752.0
1445,09:30:26.604,-1705.0,-1307.0,14.0,-863.0,-628.5
1447,09:30:26.606,-1592.0,-1181.5,15.5,-684.5,-523.5
1449,09:30:26.608,-1559.5,-1086.5,16.0,-538.0,-496.0
1451,09:30:26.610,-1530.0,-1003.0,16.5,-439.0,-438.0
1453,09:30:26.612,-1485.0,-921.5,16.5,-406.0,-417.0
1455,09:30:26.614,-1398.0,-807.5,15.5,-330.5,-363.5
1457,09:30:26.616,-1332.0,-693.5,13.5,-266.0,-321.0
1459,09:30:26.618,-1269.0,-577.0,12.0,-200.5,-257.0
1461,09:30:26.620,-1206.5,-456.5,10.5,-150.0,-213.5
1463,09:30:26.622,-1150.0,-342.0,10.0,-79.0,-168.5
1465,09:30:26.624,-1138.5,-315.0,9.5,-52.0,-167.5
1467,09:30:26.626,-1148.0,-333.5,10.0,-51.0,-217.5
1469,09:30:26.628,-1173.0,-305.0,10.0,-57.5,-274.5
1471,09:30:26.630,-1213.0,-260.5,10.5,-62.0,-346.5
1473,09:30:26.632,-1254.0,-245.5,10.5,-72.5,-426.5
1475,09:30:26.634,-1287.5,-226.5,10.5,-97.0,-491.0
1477,09:30:26.636,-1280.0,-175.0,11.0,-110.0,-501.0
1479,09:30:26.638,-1264.0,-113.0,11.0,-112.5,-489.5
1481,09:30:26.640,-1249.5,-76.5,11.0,-63.0,-473.0
1483,09:30:26.642,-1232.0,-67.0,10.5,-10.0,-502.5
1485,09:30:26.644,-1180.0,0.5,9.5,2.5,-556.5
1487,09:30:26.646,-1179.5,28.0,8.5,-4.5,-570.0
1489,09:30:26.648,-1216.0,33.5,7.5,-17.0,-583.0
1491,09:30:26.650,-1223.5,52.5,7.0,-11.5,-614.0
1493,09:30:26.652,-1242.0,91.0,7.5,-34.0,-681.0
1495,09:30:26.654,-1225.0,118.5,9.0,-56.0,-741.5
1497,09:30:26.656,-1208.5,130.0,10.5,-64.0,-771.5
1499,09:30:26.658,-1212.0,163.5,11.5,-63.0,-782.0
1501,09:30:26.660,-1174.0,218.5,12.0,-34.5,-774.5
1503,09:30:26.662,-1203.0,226.5,13.5,-41.0,-789.5
1505,09:30:26.664,-1204.5,230.5,14.5,-39.0,-817.0
1507,09:30:26.666,-1140.0,229.0,15.5,-41.0,-874.0
1509,09:30:26.668,-1120.5,183.0,15.5,-61.5,-953.0
1511,09:30:26.670,-1152.0,162.0,16.0,-63.0,-1018.5
1513,09:30:26.672,-1186.5,137.0,16.5,-74.0,-1068.5
1515,09:30:26.674,-1183.5,99.5,16.0,-79.5,-1085.5
1517,09:30:26.676,-1171.5,75.5,15.0,-91.5,-1122.0
1519,09:30:26.678,-1116.5,84.0,13.5,-140.5,-1185.5
1521,09:30:26.680,-1007.0,103.5,12.5,-171.0,-1238.5
1523,09:30:26.682,-936.5,65.0,12.0,-133.5,-1256.5
1525,09:30:26.684,-911.5,29.5,11.5,-139.0,-1267.5
1527,09:30:26.686,-891.0,-6.0,11.5,-179.0,-1307.5
1529,09:30:26.688,-833.0,-22.5,12.0,-193.5,-1357.5
1531,09:30:26.690,-813.5,-25.5,12.0,-179.5,-1433.5
1533,09:30:26.692,-777.0,-44.5,12.5,-172.5,-1504.5
1535,09:30:26.694,-682.0,-73.0,13.0,-185.0,-1478.0
1537,09:30:26.696,-718.5,-119.0,13.5,-265.0,-1466.0
1539,09:30:26.698,-726.0,-81.0,14.5,-334.0,-1453.5
1541,09:30:26.700,-712.0,-32.5,14.5,-345.5,-1418.5
1543,09:30:26.702,-765.0,-75.5,13.5,-349.5,-1478.0
1545,09:30:26.704,-801.5,-128.5,12.0,-336.0,-1505.5
1547,09:30:26.706,-828.5,-176.5,11.0,-349.0,-1513.5
1549,09:30:26.708,-859.5,-241.0,10.5,-387.0,-1525.0
1551,09:30:26.710,-895.5,-268.0,10.0,-448.5,-1486.5
1553,09:30:26.712,-898.5,-278.0,9.5,-481.5,-1405.5
1555,09:30:26.714,-900.5,-291.5,8.5,-508.5,-1388.5
1557,09:30:26.716,-884.5,-315.5,7.5,-490.5,-1408.5
1559,09:30:26.718,-885.5,-271.0,6.5,-470.0,-1450.0
1561,09:30:26.720,-918.5,-178.5,6.0,-452.5,-1411.5
1563,09:30:26.722,-999.5,-186.0,6.0,-501.5,-1404.5
1565,09:30:26.724,-963.5,-201.5,5.5,-524.0,-1352.0
1567,09:30:26.726,-960.5,-275.5,6.0,-595.0,-1354.5
1569,09:30:26.728,-983.5,-207.5,7.5,-703.0,-1293.5
1571,09:30:26.730,-1044.0,-148.5,9.0,-883.5,-1235.5
1573,09:30:26.732,-1111.0,-237.5,10.0,-806.5,-1285.0
1575,09:30:26.734,-1146.0,-241.0,10.5,-753.0,-1257.0
1577,09:30:26.736,-1218.5,-230.0,12.0,-783.0,-1245.0
1579,09:30:26.738,-1338.0,-237.5,13.5,-836.0,-1184.0
1581,09:30:26.740,-1400.0,-221.5,14.0,-937.5,-1058.5
1583,09:30:26.742,-1461.0,-243.5,14.0,-1030.5,-951.5
1585,09:30:26.744,-1491.5,-300.0,13.5,-1078.0,-860.0
1587,09:30:26.746,-1485.5,-219.0,13.0,-1185.5,-780.5
1589,09:30:26.748,-1536.5,-93.5,12.0,-1258.0,-725.5
1591,09:30:26.750,-1594.0,-77.5,11.0,-1265.5,-712.0
1593,09:30:26.752,-1570.5,-70.5,9.5,-1244.5,-633.0
1595,09:30:26.754,-1504.0,-56.5,9.0,-1286.5,-580.0
1597,09:30:26.756,-1480.5,10.5,8.5,-1364.5,-601.0
1599,09:30:26.758,-1492.5,87.5,8.0,-1374.5,-583.5
1601,09:30:26.760,-1501.0,99.0,8.5,-1421.5,-624.0
1603,09:30:26.762,-1520.0,139.0,9.5,-1421.5,-710.0
1605,09:30:26.764,-1452.5,183.5,10.0,-1294.5,-786.0
1607,09:30:26.766,-1457.0,177.0,11.0,-1193.0,-882.0
1609,09:30:26.768,-1595.0,123.5,12.5,-1178.5,-945.5
1611,09:30:26.770,-1668.0,236.5,12.5,-1192.0,-928.5
1613,09:30:26.772,-1624.5,394.0,12.5,-1254.0,-882.0
1615,09:30:26.774,-1592.0,462.5,13.0,-1306.0,-863.5
1617,09:30:26.776,-1661.0,431.5,13.0,-1327.0,-875.5
1619,09:30:26.778,-1712.0,444.0,13.5,-1326.5,-883.0
1621,09:30:26.780,-1732.5,457.5,14.0,-1337.5,-886.5
1623,09:30:26.782,-1712.5,508.0,14.0,-1336.0,-888.5
1625,09:30:26.784,-1707.0,579.5,13.0,-1355.0,-921.0
1627,09:30:26.786,-1680.0,658.5,12.0,-1402.5,-950.5
1629,09:30:26.788,-1712.0,708.0,11.0,-1417.0,-1002.5
1631,09:30:26.790,-1790.0,717.0,11.0,-1448.5,-1088.5
1633,09:30:26.792,-1785.5,755.0,12.0,-1494.5,-1171.5
1635,09:30:26.794,-1742.0,780.0,13.5,-1541.0,-1198.0
1637,09:30:26.796,-1734.5,780.5,14.0,-1599.5,-1198.0
1639,09:30:26.798,-1661.5,807.5,14.0,-1598.0,-1182.5
1641,09:30:26.800,-1618.0,839.5,14.5,-1565.5,-1193.5
1643,09:30:26.802,-1620.0,838.5,15.0,-1559.5,-1267.0
