,TIME,FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,P7,P8,Fz,Cz,Pz,FC1,FC2,CP1,CP2,FC5,FC6,CP5,CP6
8507,09:30:33.666,15.7175,14.8764,8.2992,9.1461,11.5872,15.4088,11.9297,19.3557,14.114,37.3322,9.5625,11.0919,12.4111,26.8169,8.0659,-17.1898,6.7668,9.7037,-27.219,13.9094,44.6771,6.999,17.638,7.3794,27.2885
8509,09:30:33.668,9.7353,8.7967,4.6473,7.0377,9.3623,10.0029,8.3642,14.162,6.9785,26.1914,5.2696,6.0244,7.2813,27.2578,3.4051,-21.4438,2.7687,6.4125,-33.8373,10.0227,37.7388,5.978,9.4648,6.1428,21.1135
8511,09:30:33.670,4.9502,3.7385,2.2135,5.8531,7.7967,4.9936,5.6846,8.6974,0.5424,15.2118,2.4891,1.648,4.5599,24.5114,0.0256,-24.6424,-0.1197,4.3342,-39.7262,6.8948,31.2384,5.9403,2.7448,5.769,14.0324
8513,09:30:33.672,2.176,0.7257,1.5065,6.8137,7.3031,1.7819,4.432,4.2753,-3.8738,7.6258,1.9015,-1.0609,4.8028,19.5981,-1.3701,-25.7938,-1.1548,3.9613,-43.8429,5.4194,26.7844,6.6493,-0.585,6.3147,8.4441
8515,09:30:33.674,0.5764,-0.7382,1.7826,9.5303,7.2553,0.4507,4.1814,1.4775,-6.1039,4.2084,2.5619,-2.3989,6.4317,13.9424,-1.444,-25.1361,-0.7671,4.5449,-46.2025,5.3594,24.4659,7.0104,-1.0047,7.0226,5.8731
8517,09:30:33.676,-1.6487,-2.4342,1.3077,12.137,6.3036,-0.3606,3.6976,-0.1747,-6.9866,3.2019,2.3298,-3.9748,7.1825,8.925,-1.8742,-24.0863,-0.3316,4.4676,-47.996,5.3334,22.8498,5.5505,-1.1145,6.6626,5.6178
8519,09:30:33.678,-5.8038,-6.0716,-1.4626,12.7117,3.3213,-2.3602,1.7261,-1.7579,-7.782,2.2243,-0.5975,-7.4895,5.8736,5.2413,-4.203,-24.2804,-1.2256,2.3459,-50.74,3.7607,20.2399,1.398,-3.4163,4.2722,5.409
8521,09:30:33.680,-11.8408,-12.0631,-6.7844,10.6596,-1.8225,-6.3231,-2.2119,-4.17,-9.6359,0.1684,-6.3961,-13.3754,2.8134,2.5608,-8.8588,-26.5304,-4.0363,-2.0917,-55.2274,-0.0377,15.9511,-5.0343,-8.3624,-0.2373,3.2797
8523,09:30:33.682,-18.7122,-19.4344,-13.514,6.8957,-8.2122,-11.7067,-7.5737,-7.6278,-13.1656,-2.5723,-13.6455,-20.5331,-1.1252,0.0012,-15.0514,-30.4767,-8.4426,-7.9899,-61.1205,-5.4695,10.5462,-12.2406,-14.4611,-5.9744,-1.1136
8525,09:30:33.684,-25.2363,-26.6306,-19.8984,2.9837,-14.3825,-17.2094,-13.0949,-11.6138,-18.0808,-5.2807,-20.4011,-27.2065,-5.3403,-2.8788,-21.3458,-34.9621,-13.511,-13.964,-67.2865,-11.1398,5.1952,-18.458,-19.9058,-11.4258,-6.5862
8527,09:30:33.686,-30.4981,-32.2762,-24.4636,0.2504,-18.8723,-21.5134,-17.3007,-15.1292,-23.0534,-7.9229,-25.186,-32.0035,-9.3498,-5.6241,-26.2836,-38.6332,-17.9623,-18.6691,-72.3862,-15.5876,1.0203,-22.4352,-23.7569,-15.0446,-11.4028
8529,09:30:33.688,-33.7065,-35.4222,-26.4285,-0.5108,-20.6296,-23.6638,-19.0216,-17.1105,-26.199,-10.9862,-27.2558,-34.2557,-12.2863,-7.5453,-28.7643,-40.4236,-20.4373,-21.096,-75.3339,-17.7942,-1.1586,-23.6983,-25.7004,-15.8541,-14.1603
8531,09:30:33.690,-34.1658,-35.5801,-25.7023,1.0039,-19.3336,-23.1799,-17.8387,-16.8807,-26.0398,-14.6351,-26.4339,-33.8271,-13.0973,-8.6707,-28.3057,-39.8922,-19.9997,-20.776,-75.5879,-17.4045,-0.9362,-22.4376,-25.3016,-13.8548,-14.1588
8533,09:30:33.692,-31.667,-32.8663,-22.7409,4.582,-15.5463,-20.1535,-14.2602,-14.4011,-22.2109,-18.2882,-23.0252,-30.9135,-11.3715,-9.6038,-25.2102,-37.3784,-16.6726,-17.952,-73.2842,-14.7534,1.4835,-19.2977,-22.0594,-9.9802,-11.4294
8535,09:30:33.694,-26.8059,-28.0544,-18.3209,9.4728,-10.4295,-15.2586,-9.3857,-10.1326,-15.3275,-21.0329,-17.8099,-26.0372,-7.7041,-10.2071,-20.3991,-33.8008,-11.4249,-13.469,-69.0981,-10.6647,5.2674,-15.1399,-16.2072,-5.5261,-6.6367
8537,09:30:33.696,-20.7141,-22.2353,-13.2004,14.6608,-5.0735,-9.4844,-4.2073,-4.6805,-6.3198,-22.3647,-11.8217,-20.0231,-3.0796,-8.8054,-14.8731,-30.1335,-5.4734,-8.2887,-63.8571,-6.0313,9.3774,-10.732,-9.0864,-1.4086,-0.8645
8539,09:30:33.698,-14.455,-16.3025,-7.8617,19.3157,0.0054,-3.7336,0.8412,1.3461,3.9194,-22.5937,-5.9619,-13.8243,1.9155,-3.4731,-9.2466,-26.9827,0.4032,-3.0345,-58.2364,-1.4655,13.1328,-6.5029,-2.4678,2.1536,4.7412
8541,09:30:33.700,-8.7548,-10.7925,-2.5923,22.9762,4.7132,1.3553,5.6552,7.1319,14.2776,-22.7257,-0.8254,-8.3291,7.0348,5.3887,-3.8172,-24.6368,5.8191,1.9794,-52.8075,2.6797,16.3485,-2.5825,2.4804,5.3057,9.3678
8543,09:30:33.702,-4.174,-6.1334,2.2306,25.3759,8.8445,5.3269,9.9064,11.5652,23.2082,-23.9718,3.1772,-4.229,11.7148,13.969,1.03,-23.3737,10.2452,6.3939,-48.209,6.0555,19.0244,0.9369,5.5733,8.0211,12.8058
8545,09:30:33.704,-1.1211,-2.7376,6.1291,26.3644,11.9466,7.9415,12.9698,13.7384,29.2665,-27.07,5.8131,-1.8046,15.0026,17.2632,4.7737,-23.4411,12.9341,9.7598,-44.9517,8.319,21.1812,3.8972,7.2744,10.0226,15.4626
8547,09:30:33.706,0.6113,-0.5913,8.9558,26.2217,13.8607,9.4831,14.5492,13.7572,32.0806,-31.7042,7.3756,-0.6198,16.4523,13.0783,7.2918,-24.5953,13.6472,12.0203,-42.8703,9.5449,23.1748,6.3242,8.3274,11.2404,18.0409
8549,09:30:33.708,2.1473,1.1237,11.2351,25.9133,15.2256,10.8766,15.23,12.9158,32.6376,-36.5167,8.8958,0.4656,16.8465,4.1614,9.2853,-25.8667,13.285,13.874,-40.9434,10.4958,25.9559,8.6708,9.6301,12.1699,20.9318
8551,09:30:33.710,4.828,3.5573,13.7596,26.5882,17.0683,13.0796,16.0794,12.7388,32.3405,-39.9972,11.5372,2.5674,17.5263,-3.7135,11.779,-26.2028,13.3351,16.2682,-38.0607,12.1237,30.5304,11.511,11.9046,13.525,23.68
8553,09:30:33.712,8.8159,6.9898,16.6123,28.4673,19.6483,16.0458,17.496,13.6343,31.6789,-41.7165,15.3892,5.6959,18.8321,-6.1163,14.9434,-25.6036,14.4012,19.2824,-34.2444,14.5361,36.8328,14.7437,14.9662,15.4024,25.0598
8555,09:30:33.714,12.4625,10.1319,18.6453,30.266,21.7946,18.3535,18.5346,14.507,29.8933,-42.7647,18.8927,8.3808,19.4859,-2.9914,17.5022,-25.5304,15.3734,21.6092,-31.0465,16.5059,43.2216,17.1317,17.343,16.8487,23.9351
8557,09:30:33.716,13.4371,10.9324,18.1998,30.0408,21.672,18.1719,17.5968,13.8031,25.9714,-44.8057,19.8133,8.6519,17.7975,2.0203,17.5948,-27.8915,14.337,21.4445,-30.4728,16.2771,47.431,16.9318,17.1171,16.4343,20.2748
8559,09:30:33.718,10.7623,8.348,14.5799,26.8913,18.4271,14.8482,13.9327,10.9748,19.8838,-48.5353,17.104,5.6888,13.3758,4.938,14.4367,-33.3922,10.4501,18.118,-33.2969,13.0938,48.2833,13.3272,13.5828,13.441,15.3331
8561,09:30:33.720,5.769,3.3892,8.8965,21.8953,13.1395,9.6,8.4837,6.9406,12.8063,-53.0283,11.9018,0.6189,7.3726,4.4262,9.173,-40.8155,4.9008,12.8973,-38.3537,8.0186,46.537,7.4027,8.1071,8.6176,10.7004
8563,09:30:33.722,0.9949,-1.6048,3.4325,17.3209,8.1282,4.6132,3.2544,3.2346,6.2762,-56.5631,6.6478,-4.3302,1.107,2.2575,4.0868,-47.9251,0.0093,8.1507,-43.4525,3.2342,44.0736,1.6361,3.1365,3.8083,7.1189
8565,09:30:33.724,-1.8441,-4.7424,0.104,14.8809,5.2701,1.4433,-0.1226,0.8699,1.3122,-57.9664,3.1957,-7.5155,-5.0621,1.5058,0.9642,-53.0881,-2.5353,5.6652,-46.9623,0.4964,42.3118,-1.8023,0.2288,0.7326,4.2733
8567,09:30:33.726,-2.8288,-5.739,-0.6144,14.6843,4.8499,0.2253,-1.2977,0.0183,-1.7257,-57.1165,1.7098,-8.8345,-11.1637,4.275,0.1286,-56.1366,-2.5978,5.6361,-48.6121,0.1354,41.3856,-2.5166,-0.9191,-0.1219,1.7276
8569,09:30:33.728,-3.0601,-5.5891,0.4783,15.692,5.7976,0.2159,-0.9738,0.5017,-2.8092,-54.3949,1.1909,-9.2365,-16.2486,10.5325,0.7896,-57.9136,-1.0954,7.0253,-49.0329,1.3058,40.6239,-1.8796,-1.5657,0.3329,-0.1216
8571,09:30:33.730,-3.2672,-5.3716,2.2977,16.9582,6.8402,0.8272,-0.0433,2.2454,-2.1468,-50.0879,0.803,-9.5204,-18.3538,18.4046,2.0462,-59.2258,1.0467,8.6682,-48.8085,2.9724,39.5232,-1.624,-2.2889,0.6541,-0.2063
8573,09:30:33.732,-3.286,-5.3844,4.3049,18.3869,7.4776,2.0651,1.0566,5.171,-0.3961,-44.5179,0.6166,-9.6462,-16.2807,25.3329,3.5312,-60.2105,3.4095,10.0725,-47.9843,4.6628,38.1931,-2.2967,-2.4041,0.1125,2.1242
8575,09:30:33.734,-2.6369,-5.1562,6.6231,20.5065,8.1283,4.1847,2.4276,8.8753,1.3866,-38.4659,1.2953,-9.0148,-11.1862,29.2568,5.3723,-60.4222,5.9321,11.4481,-46.2263,6.5429,37.1163,-2.8714,-0.8736,-0.6435,6.3572
8577,09:30:33.736,-1.2578,-4.0232,9.5819,23.746,9.553,7.1782,4.408,12.6519,2.3053,-32.9803,3.3356,-7.2019,-5.8985,29.2698,7.8155,-59.2888,8.6337,13.2364,-43.216,9.0224,36.7369,-1.7721,2.4634,-0.102,11.206
8579,09:30:33.738,0.3781,-1.761,13.1281,27.8887,12.0493,10.5765,7.1164,15.7903,2.1063,-28.6325,6.5803,-4.4625,-2.4804,25.6346,10.8541,-56.5816,11.4564,15.562,-38.9763,12.2426,37.1905,1.5938,6.5809,2.7084,15.5174
8581,09:30:33.740,1.5782,1.0077,16.464,31.9437,14.9112,13.4873,10.0055,17.6452,0.9053,-25.2785,10.1509,-1.7853,-0.6982,19.3979,13.9272,-52.7902,14.0286,17.8578,-34.1294,15.657,38.0646,6.0494,9.8902,7.0341,18.5314
8583,09:30:33.742,1.6467,2.8447,18.1604,34.3987,16.5379,14.6965,11.7485,17.4021,-1.5534,-22.8374,12.6453,-0.6024,0.9834,11.9409,15.8213,-49.2222,15.383,18.8751,-29.9762,17.9477,38.2163,9.2326,10.9798,10.552,19.3525
8585,09:30:33.744,-0.0112,2.1985,16.8476,33.8601,15.3177,13.0275,10.8354,14.1477,-6.0337,-22.0637,12.6424,-2.1827,3.2308,4.6454,15.1121,-47.4939,14.1851,17.2846,-28.0328,17.5854,36.0992,9.129,9.0311,10.9368,16.7505
8587,09:30:33.746,-3.5177,-1.4063,12.2077,29.9615,10.8547,8.1424,6.7366,7.6736,-12.8474,-23.9247,9.5633,-6.7807,5.1143,-1.3502,11.187,-48.4285,9.765,12.7014,-28.9667,13.9494,30.824,5.4399,4.1504,7.6175,10.1474
8589,09:30:33.748,-7.9704,-6.5817,5.5477,23.965,4.6021,1.3054,0.7139,-0.6008,-20.7417,-27.887,4.4073,-13.0266,5.5094,-5.3402,5.1256,-51.1399,3.1927,6.3815,-31.6823,8.2051,23.237,-0.1873,-2.2925,2.2181,1.0065
8591,09:30:33.750,-11.4442,-10.6391,-0.6775,18.328,-0.8072,-4.8363,-4.6647,-7.7997,-27.1051,-31.2302,-0.4712,-18.2831,4.6751,-7.1271,-0.5512,-53.2978,-2.8779,0.801,-33.5864,2.9742,15.8232,-5.192,-7.8776,-2.6838,-7.17
8593,09:30:33.752,-12.0086,-11.3584,-4.2226,15.2336,-3.1925,-7.7402,-7.1622,-11.2239,-29.7104,-30.8622,-2.7482,-20.1029,3.9974,-6.9478,-3.3906,-52.6717,-5.8761,-1.7978,-32.1722,0.7443,11.1284,-7.6197,-10.3498,-5.333,-10.9126
8595,09:30:33.754,-9.0934,-8.5267,-4.279,15.1541,-2.1393,-6.6806,-6.3208,-10.2223,-28.4548,-26.2772,-1.6822,-17.8176,4.3378,-5.3659,-2.623,-48.7702,-5.1414,-0.7843,-26.7272,2.228,9.9359,-7.0617,-9.1588,-5.5906,-9.3432
8597,09:30:33.756,-3.9078,-3.8232,-1.6186,16.7121,1.0749,-3.1323,-3.4461,-6.5369,-25.333,-20.4989,1.5526,-12.8906,5.1709,-3.2313,0.534,-43.1353,-2.1897,2.7076,-18.6713,6.0904,10.8775,-4.4822,-5.8609,-4.3339,-4.7674
8599,09:30:33.758,1.5931,0.8276,2.318,17.9943,4.7469,0.6098,-0.2482,-2.6772,-22.5993,-17.5737,5.0648,-7.6359,5.5512,-1.5423,4.1171,-38.0314,0.8239,6.8887,-10.2438,10.2529,11.8486,-1.2802,-2.7438,-2.39,-0.5605
8601,09:30:33.760,6.2403,4.8076,6.4449,18.0993,7.9659,3.3112,2.4714,0.1931,-20.932,-18.8608,7.7936,-3.4243,5.4977,-0.9624,6.989,-34.7363,2.8948,10.5962,-2.7841,13.5125,11.8317,1.5802,-0.8304,-0.1048,1.7247
8603,09:30:33.762,10.2339,8.8139,10.3129,17.5321,10.7715,5.4374,4.9201,2.8682,-19.3673,-21.8715,9.9529,0.0122,5.8663,-1.1794,9.3239,-32.907,4.5249,13.6606,3.872,16.0306,11.4086,3.7944,0.8101,2.3316,3.2864
8605,09:30:33.764,14.3545,13.5394,13.7034,17.257,13.4211,8.099,7.4133,6.7234,-16.8759,-22.8314,12.1559,3.6671,6.8388,-0.8357,11.7946,-31.3634,6.5741,16.3147,10.5585,18.4867,11.6565,5.3854,3.7792,4.5451,6.2494
8607,09:30:33.766,18.7722,18.5545,16.2423,17.5151,15.7439,11.5326,9.6548,11.8363,-13.7959,-20.2313,14.3591,7.8015,7.0886,1.4757,14.5014,-29.3384,9.0442,18.4989,17.5502,20.9858,12.7237,6.3311,8.4258,6.1505,11.0387
8609,09:30:33.768,22.6842,22.5148,17.5095,17.5675,17.2291,14.6656,10.9437,16.5166,-11.6466,-15.7365,15.77,11.4387,4.9233,5.7582,16.7301,-27.034,11.0531,19.7805,24.1538,22.8387,13.5083,6.5336,13.2142,7.1351,15.6198
8611,09:30:33.770,25.0081,24.3057,17.4049,16.4425,17.5675,16.0696,10.8982,18.6608,-11.6614,-11.8632,15.6636,13.2226,0.2022,10.1242,17.6082,-25.1968,11.7925,19.7917,29.34,23.2529,12.5942,6.0509,15.9252,7.8537,17.2961
8613,09:30:33.772,25.2995,23.8627,16.2512,13.8043,16.9396,15.2111,9.7992,17.5337,-13.6472,-9.2616,14.0998,12.661,-5.2429,12.0345,16.857,-24.3367,11.2771,18.5832,32.6374,22.0609,9.3847,5.2329,15.4267,8.6014,15.18
8615,09:30:33.774,24.0243,21.98,14.4997,10.1371,15.777,12.7891,8.2549,14.2721,-16.2314,-6.4777,11.8121,10.5061,-9.2163,10.3181,14.9347,-24.3346,10.1584,16.5447,34.4431,19.7703,4.4039,4.5439,12.3858,9.3178,10.9009
8617,09:30:33.776,22.0994,19.5557,12.3979,6.2634,14.3557,10.0117,6.6865,10.7796,-18.0176,-2.0058,9.5342,8.0179,-10.9795,6.0901,12.5933,-24.6394,9.0109,14.0837,35.6124,17.0513,-1.3063,4.2123,8.5136,9.7676,7.0052
8619,09:30:33.778,20.2295,17.0908,9.9568,2.7781,12.6547,7.6517,5.1593,8.2045,-18.4087,3.9513,7.5095,5.9439,-11.391,1.707,10.3497,-24.7485,7.9249,11.412,36.8061,14.2621,-6.9986,4.0191,5.2675,9.8413,4.7721
8621,09:30:33.780,18.5108,14.6724,7.1241,-0.1838,10.4856,5.6852,3.5008,6.367,-17.5349,9.7529,5.5076,4.1445,-11.6155,-1.1637,8.2364,-24.585,6.6527,8.5211,38.0991,11.3466,-12.6197,3.3851,3.1107,9.4319,3.5219
8623,09:30:33.782,16.3969,12.0843,3.854,-2.8845,7.6026,3.5734,1.3448,4.3673,-15.7918,13.7746,3.0535,1.9769,-12.2065,-2.5279,5.8458,-24.5798,4.8872,5.2105,38.9983,7.9652,-18.7045,1.6401,1.603,7.9865,1.7684
8625,09:30:33.784,12.9801,8.8331,0.0209,-5.808,3.7082,0.7356,-1.8932,1.5212,-13.6448,15.1841,-0.425,-1.1408,-13.4407,-3.442,2.5737,-25.4238,2.3295,1.1458,38.7676,3.6611,-25.9839,-1.7095,-0.0982,4.4792,-1.2402
8627,09:30:33.786,7.5964,4.3669,-4.5093,-9.36,-1.3872,-3.0853,-6.7051,-2.2053,-11.6156,13.6528,-5.3787,-5.436,-15.8189,-4.7452,-1.9411,-27.5381,-1.2447,-3.8736,36.9364,-1.8569,-34.8683,-6.7338,-2.7323,-1.7451,-5.0929
8629,09:30:33.788,0.617,-1.2691,-9.428,-13.3681,-7.2723,-7.5198,-12.7336,-6.2619,-9.9331,9.2228,-11.5923,-10.6416,-19.4169,-6.3947,-7.249,-30.4637,-5.5799,-9.3914,33.8532,-8.1944,-44.9055,-12.772,-6.4712,-9.8384,-8.9015
8631,09:30:33.790,-6.0996,-6.7503,-13.4749,-16.6316,-12.4581,-11.3271,-18.217,-9.6139,-7.8977,3.0386,-17.5867,-15.7448,-22.6527,-7.6241,-11.7546,-32.5854,-9.4185,-13.8946,30.9825,-13.8193,-54.4721,-18.1904,-10.5096,-17.2039,-11.9284
8633,09:30:33.792,-9.7156,-9.6208,-14.565,-17.0802,-14.6017,-12.5452,-20.4995,-10.7918,-3.8121,-2.1449,-20.7516,-18.8503,-22.4538,-7.3351,-13.1154,-31.6076,-10.6023,-15.1263,30.5406,-16.3253,-61.1035,-20.6444,-13.0215,-20.6948,-13.4308
8635,09:30:33.794,-7.9169,-7.6174,-10.8912,-12.8429,-11.719,-9.3693,-17.6297,-8.3361,3.8869,-3.1234,-18.6416,-17.7664,-16.566,-4.437,-9.474,-25.7807,-7.1998,-11.2853,34.367,-13.691,-62.5972,-18.1594,-11.8537,-18.5204,-12.3025
8637,09:30:33.796,-0.5259,-0.3859,-2.4224,-3.7141,-3.7322,-1.4622,-9.9129,-1.8225,14.9581,1.3824,-10.7801,-11.4284,-6.0532,1.5818,-0.8694,-15.2198,0.9671,-2.4634,42.5726,-5.8551,-58.3814,-10.605,-5.8308,-11.4359,-7.5141
8639,09:30:33.798,10.0098,9.7991,8.4177,8.1209,6.8979,9.2838,-0.0642,7.2513,26.7366,9.4229,0.4639,-1.2142,4.7882,9.8606,10.2565,-2.3303,11.6786,8.8117,52.9625,4.6797,-50.1842,-0.4009,4.135,-2.3481,0.7038
8641,09:30:33.800,19.7799,19.0642,17.7163,18.9158,16.227,19.3915,8.299,15.7902,35.4464,17.1348,10.8795,9.2006,11.497,17.9789,20.0815,9.2006,21.3019,18.6089,61.912,13.965,-41.3362,8.4788,15.0668,5.31,10.2083
8643,09:30:33.802,25.4983,24.0856,22.2366,25.3785,21.0278,25.6399,12.6785,20.7904,38.5152,21.5412,16.7749,15.7874,12.7575,23.1029,25.4495,16.3501,26.8145,23.7008,66.3125,18.8155,-35.0091,12.8093,23.3038,9.2761,17.8467
8645,09:30:33.804,26.0716,23.8232,21.2531,26.4501,20.558,26.802,12.725,21.1426,35.9484,22.1932,16.9991,16.5928,10.845,23.8448,25.5437,18.3216,27.3602,23.295,65.2574,18.4891,-32.5807,12.0289,26.4324,9.2243,21.3615
8647,09:30:33.806,22.6468,19.6702,16.6623,23.5318,16.5808,23.9669,9.7407,17.9901,29.7262,20.3981,13.1638,12.7032,8.961,21.1289,21.9793,16.5927,24.2309,19.1239,60.2167,14.6103,-33.2912,8.2027,24.4523,6.3967,20.6133
8649,09:30:33.808,17.332,14.106,11.3373,19.0889,11.7352,19.3035,5.4041,13.3679,22.045,17.3306,8.0675,6.9972,8.213,17.1088,17.3258,13.4912,19.494,13.8999,53.6354,9.5746,-35.3489,4.1307,19.3721,2.6122,17.0877
8651,09:30:33.810,11.6968,8.9919,7.1104,14.8562,7.6775,14.3942,0.8486,8.4475,14.0737,13.0871,3.7031,1.858,7.0275,13.1489,13.2875,10.5147,14.5148,9.4261,47.1648,4.8551,-37.4963,1.3208,13.5898,-0.6474,12.3547
8653,09:30:33.812,6.107,4.7001,3.9616,11.0379,4.4285,9.4743,-3.4577,2.9599,6.0181,7.1835,0.3539,-2.1975,3.1239,8.8543,9.926,7.7074,9.478,5.8045,40.9234,0.4863,-39.7686,-0.5093,8.3137,-2.6814,7.0184
8655,09:30:33.814,0.1387,0.4663,0.8182,6.8911,1.1481,3.9619,-7.4023,-3.9204,-2.0969,-0.6059,-2.8183,-6.0679,-4.1418,2.9617,6.3139,4.3804,3.9965,2.1183,34.1604,-4.1974,-42.9797,-2.3517,3.1991,-3.5627,0.9128
8657,09:30:33.816,-6.4621,-4.5173,-2.9847,1.9343,-2.6327,-2.4203,-10.962,-12.282,-9.8494,-9.9379,-6.4795,-10.5689,-13.0439,-5.0144,1.8439,0.3147,-1.9474,-2.2504,26.5007,-9.4817,-47.5481,-4.6122,-2.6192,-3.857,-6.0155
8659,09:30:33.818,-13.0044,-10.0641,-6.845,-3.2353,-6.3676,-8.8837,-13.9743,-20.8842,-16.2404,-19.7598,-10.2032,-15.3054,-20.4284,-13.9857,-2.9004,-3.6023,-7.467,-6.7726,18.7008,-14.711,-52.659,-6.7418,-9.015,-4.1468,-13.0681
8661,09:30:33.820,-17.7047,-14.5967,-9.0973,-6.9351,-8.6539,-13.5837,-15.7519,-27.4423,-19.602,-27.8706,-12.4204,-18.615,-23.1446,-21.73,-6.1945,-5.6293,-10.8415,-9.8301,12.5253,-18.3923,-56.2874,-7.6519,-14.14,-4.4047,-18.6852
8663,09:30:33.822,-18.2561,-15.6225,-7.8596,-7.013,-7.7838,-14.2589,-14.8018,-29.3436,-17.719,-30.8862,-11.0848,-18.305,-19.164,-25.7541,-5.9175,-3.9208,-10.042,-9.3992,10.0449,-18.6829,-55.9411,-6.1096,-15.1162,-3.5235,-20.6604
8665,09:30:33.824,-12.9541,-10.9823,-1.9566,-1.7894,-2.4163,-9.2293,-9.3256,-24.568,-8.7682,-25.7318,-4.701,-12.6695,-8.4123,-23.9476,-0.5627,2.6603,-3.6055,-3.978,12.7316,-14.1325,-49.7387,-0.9466,-9.7328,0.3899,-16.7308
8667,09:30:33.826,-1.9327,-0.3648,8.3341,8.8999,7.5911,1.5335,1.3278,-12.837,6.9679,-12.1999,6.6324,-1.5122,6.7282,-15.2704,9.8061,13.8213,8.3064,6.4559,20.5448,-4.657,-37.4668,8.3547,1.9833,8.6781,-5.793
8669,09:30:33.828,12.2629,13.85,20.9159,23.0274,20.4412,15.8022,15.2861,3.4618,25.9997,5.7563,20.6862,13.1698,21.8922,-0.7212,23.0578,27.4341,23.2505,19.8373,31.3663,7.718,-21.1695,20.6177,17.3893,20.4859,10.681
8671,09:30:33.830,25.4583,27.2879,32.3339,36.787,32.5618,29.6474,28.3868,19.6161,42.7329,21.7805,33.6953,27.5112,32.5979,16.1067,35.5127,39.9717,37.0707,32.4229,41.4429,19.2214,-4.6862,32.5806,32.3494,32.3278,28.3678
8673,09:30:33.832,33.8479,35.7418,39.2775,46.3326,40.2068,39.2411,36.3911,30.6768,52.5586,30.7928,42.1445,37.4687,36.5918,29.9631,43.6089,48.0419,45.8359,40.4951,47.0814,26.1377,8.0164,40.2878,43.1935,39.7759,41.9002
8675,09:30:33.834,35.9547,37.4174,40.3812,49.8556,41.6622,42.8367,37.5956,34.1109,54.539,31.4246,44.6891,41.0095,34.8378,36.3374,45.8039,50.2308,47.9693,42.439,46.6553,26.9697,14.8484,41.6446,48.2722,40.2929,47.817
8677,09:30:33.836,33.0385,33.5283,36.8699,48.3353,38.1987,41.3551,33.5838,30.8737,51.3036,25.3955,42.6508,39.044,30.2235,33.7494,43.1978,47.744,44.8409,39.5002,41.2626,23.1381,16.4227,37.8473,48.1309,34.8722,46.2613
8679,09:30:33.838,27.6197,26.7825,31.3229,44.2455,32.744,37.0564,27.4762,23.9462,46.3353,15.2685,38.5647,34.1813,25.1506,24.2503,38.2422,43.1236,39.26,34.4228,33.3392,17.4878,14.9648,32.1106,44.3592,26.9757,39.9494
8681,09:30:33.840,21.4796,19.2048,25.6136,39.4391,27.4564,31.576,21.4316,15.7954,41.36,3.2664,34.0981,28.4576,20.2332,11.9425,32.692,38.156,33.2621,29.1787,24.5175,11.9825,12.3125,26.8431,38.2147,19.7666,31.5557
8683,09:30:33.842,14.9488,11.3067,20.0043,34.2619,22.5639,25.2134,15.7786,7.2,36.2363,-8.2687,29.3274,22.2638,15.0936,0.7964,26.7643,32.9807,27.2479,23.9675,14.8602,6.8052,8.9121,22.1457,30.2261,14.2486,22.1608
8685,09:30:33.844,7.8862,3.1013,14.1495,28.5599,17.447,17.9469,10.243,-1.7522,30.8978,-16.7274,23.8877,15.3472,10.0052,-6.8879,20.1574,27.1244,21.016,18.2921,4.096,1.5263,4.6144,17.0361,20.9298,9.8216,12.0239
8687,09:30:33.846,0.9141,-4.5837,8.5894,23.0704,12.3954,10.6859,5.4131,-10.1416,26.706,-20.8242,18.3811,8.3763,6.3379,-10.9209,13.4778,21.0024,15.1335,12.5741,-6.8343,-3.3247,0.0458,11.653,11.6551,6.0874,2.2467
8689,09:30:33.848,-4.7164,-10.2826,4.74,19.2876,8.7407,5.051,2.4971,-16.2244,25.4914,-22.3769,14.1497,2.9408,5.2696,-12.7047,8.172,15.9208,10.8332,8.1947,-16.0,-6.3386,-3.279,7.5844,4.2032,3.5286,-4.982
8691,09:30:33.850,-8.5095,-13.4342,3.2593,17.8544,7.1521,1.8359,1.6862,-18.9525,27.4543,-25.4194,11.5827,-0.1256,6.2843,-13.9292,4.9477,12.5088,8.5584,5.8517,-22.3756,-6.914,-4.3296,5.8422,-0.4445,2.3508,-7.9608
8693,09:30:33.852,-11.5556,-15.3052,2.8477,17.5564,6.3333,0.0771,1.3451,-19.0038,30.5525,-32.4342,9.162,-1.9448,7.2862,-14.9602,2.7041,9.6161,7.1108,4.3674,-27.0889,-6.3724,-3.6814,5.0815,-2.9602,1.2841,-6.9434
8695,09:30:33.854,-15.4749,-17.8273,1.2857,16.4994,4.0981,-1.885,-0.5775,-17.8852,32.3457,-41.2543,4.8514,-4.5102,6.3959,-14.1016,-0.3909,5.3585,4.7768,1.759,-32.2217,-6.8134,-2.7922,2.6232,-4.8926,-1.637,-3.6781
8697,09:30:33.856,-20.3728,-21.3527,-2.1063,14.4235,-0.0632,-4.3401,-4.223,-16.1057,32.4267,-46.2758,-1.3528,-8.2639,3.6632,-8.8542,-4.605,-0.5936,1.3788,-2.3414,-38.2441,-8.728,-2.0644,-2.4794,-6.8604,-6.7811,0.4523
